word,count,per_1000_tokens,event_count
mengusung,1,0.0092,1
ekologis,1,0.0092,1
tausiah,1,0.0092,1
tuntas,1,0.0092,1
antarbangsa,1,0.0092,1
prabu,1,0.0092,1
prab,1,0.0092,1
prabo,1,0.0092,1
memposisikan,1,0.0092,1
memanage,1,0.0092,1
tabrakan,1,0.0092,1
puasa,1,0.0092,1
batal,1,0.0092,1
disetarakan,1,0.0092,1
sovnalt,1,0.0092,1
menyenang,1,0.0092,1
menyenang-nyenangkan,1,0.0092,1
sebelum-sebelumnya,1,0.0092,1
entitas,1,0.0092,1
tekstil,1,0.0092,1
senayan,1,0.0092,1
farma,1,0.0092,1
laun,1,0.0092,1
standar-standar,1,0.0092,1
msen,1,0.0092,1
sasaranmu,1,0.0092,1
mendesak,1,0.0092,1
ujian,1,0.0092,1
loncatan,1,0.0092,1
blessing,1,0.0092,1
disguise,1,0.0092,1
niat-niat,1,0.0092,1
maksa,1,0.0092,1
akselerasi,1,0.0092,1
menyedihkan,1,0.0092,1
dieksploitasi,1,0.0092,1
listrikasi,1,0.0092,1
mengimbangi,1,0.0092,1
nanantara,1,0.0092,1
kewaspadaan,1,0.0092,1
eling,1,0.0092,1
aktas,1,0.0092,1
perundungan,1,0.0092,1
purnawirowan,1,0.0092,1
lek,1,0.0092,1
qodari,1,0.0092,1
maskal,1,0.0092,1
madia,1,0.0092,1
pernawirawan,1,0.0092,1
suharianto,1,0.0092,1
afrian,1,0.0092,1
syahnur,1,0.0092,1
liza,1,0.0092,1
patrea,1,0.0092,1
wibowo,1,0.0092,1
bowonya,1,0.0092,1
ganin,1,0.0092,1
eli,1,0.0092,1
rosita,1,0.0092,1
silaban,1,0.0092,1
apindo,1,0.0092,1
diabsen,1,0.0092,1
day,1,0.0092,1
marsinah,1,0.0092,1
ngelundo,1,0.0092,1
marsin,1,0.0092,1
mensahkan,1,0.0092,1
sahkan,1,0.0092,1
terpanggil,1,0.0092,1
elit-elit,1,0.0092,1
ngerampok,1,0.0092,1
segalanya,1,0.0092,1
had,1,0.0092,1
penitipan,1,0.0092,1
dayare,1,0.0092,1
kluster-kluster,1,0.0092,1
kawasan-kawasan,1,0.0092,1
daycare,1,0.0092,1
bis,1,0.0092,1
seben,1,0.0092,1
dicolong,1,0.0092,1
cicil,1,0.0092,1
rumahmu,1,0.0092,1
cicilnya,1,0.0092,1
lunas,1,0.0092,1
gilanya,1,0.0092,1
kucurkan,1,0.0092,1
jiwanya,1,0.0092,1
dangdut,1,0.0092,1
gimanaikasi,1,0.0092,1
ratifikasi,1,0.0092,1
labor,1,0.0092,1
minimum,1,0.0092,1
kurir,1,0.0092,1
memperluas,1,0.0092,1
disabilitas,1,0.0092,1
selnya,1,0.0092,1
rp464,1,0.0092,1
seluas,1,0.0092,1
r2,1,0.0092,1
bpi,1,0.0092,1
burhanuddin,1,0.0092,1
asep,1,0.0092,1
nana,1,0.0092,1
mulyana,1,0.0092,1
febri,1,0.0092,1
adrian,1,0.0092,1
reda,1,0.0092,1
mantovani,1,0.0092,1
dewanto,1,0.0092,1
margono,1,0.0092,1
perdata,1,0.0092,1
narendra,1,0.0092,1
jatna,1,0.0092,1
rid,1,0.0092,1
utut,1,0.0092,1
adianto,1,0.0092,1
widayat,1,0.0092,1
sfri,1,0.0092,1
suryanegara,1,0.0092,1
ateh,1,0.0092,1
coo,1,0.0092,1
rohmat,1,0.0092,1
marzuk,1,0.0092,1
geospasial,1,0.0092,1
syafi'i,1,0.0092,1
tampubolon,1,0.0092,1
bares,1,0.0092,1
krim,1,0.0092,1
diantoro,1,0.0092,1
mengursi,1,0.0092,1
diserahkannya,1,0.0092,1
kesekian,1,0.0092,1
keberapa,1,0.0092,1
bisikan,1,0.0092,1
kriminal,1,0.0092,1
piharaan-piaraan,1,0.0092,1
istri-istrinya,1,0.0092,1
warisnya,1,0.0092,1
pindahin,1,0.0092,1
sambutan-sambutan,1,0.0092,1
wejangan-wejangan,1,0.0092,1
zamannya,1,0.0092,1
plus,1,0.0092,1
perampok-perampok,1,0.0092,1
gagasannya,1,0.0092,1
tua-orang,1,0.0092,1
diperbudak,1,0.0092,1
diperlakukan,1,0.0092,1
kemeleratan,1,0.0092,1
menga,1,0.0092,1
merampok,1,0.0092,1
merampas,1,0.0092,1
hak-hak,1,0.0092,1
bandit-bandit,1,0.0092,1
perampok,1,0.0092,1
menyetor,1,0.0092,1
popularitas,1,0.0092,1
populis,1,0.0092,1
faktanya,1,0.0092,1
bangkitnya,1,0.0092,1
uforia,1,0.0092,1
panggilannya,1,0.0092,1
senioritas,1,0.0092,1
belakang-belakang,1,0.0092,1
diucapkan,1,0.0092,1
kepuasan,1,0.0092,1
seasian,1,0.0092,1
ceritanya,1,0.0092,1
menaikin,1,0.0092,1
mahbung,1,0.0092,1
saku,1,0.0092,1
jeli,1,0.0092,1
ngawasi,1,0.0092,1
alokasikan,1,0.0092,1
rp10,1,0.0092,1
dikenakan,1,0.0092,1
rusan,1,0.0092,1
patokan,1,0.0092,1
muliamu,1,0.0092,1
permudah,1,0.0092,1
mengacu,1,0.0092,1
kickback,1,0.0092,1
izinnya,1,0.0092,1
kl-kl,1,0.0092,1
perizinannya,1,0.0092,1
dipersoalkan,1,0.0092,1
suplai,1,0.0092,1
tipis,1,0.0092,1
izin-izin,1,0.0092,1
leher,1,0.0092,1
batuk-batuk,1,0.0092,1
majelisantan,1,0.0092,1
haryadi,1,0.0092,1
zulifli,1,0.0092,1
terkecuali,1,0.0092,1
jamar,1,0.0092,1
canyiago,1,0.0092,1
imigrasi,1,0.0092,1
pemasyarakatan,1,0.0092,1
yusril,1,0.0092,1
izam,1,0.0092,1
mahendra,1,0.0092,1
sarimurti,1,0.0092,1
jaj,1,0.0092,1
lurah,1,0.0092,1
p,1,0.0092,1
dpri,1,0.0092,1
alex,1,0.0092,1
lukman,1,0.0092,1
farel,1,0.0092,1
bramastia,1,0.0092,1
belgi,1,0.0092,1
balika,1,0.0092,1
janda,1,0.0092,1
saladin,1,0.0092,1
pol,1,0.0092,1
nanang,1,0.0092,1
avianto,1,0.0092,1
kohar,1,0.0092,1
pamekasan,1,0.0092,1
kholilurahman,1,0.0092,1
ipuk,1,0.0092,1
vies,1,0.0092,1
tandani,1,0.0092,1
bondowoso,1,0.0092,1
hamid,1,0.0092,1
sutobondo,1,0.0092,1
proyogo,1,0.0092,1
jember,1,0.0092,1
fawaid,1,0.0092,1
fandi,1,0.0092,1
yani,1,0.0092,1
sanusi,1,0.0092,1
pacitan,1,0.0092,1
indrata,1,0.0092,1
bayuwaji,1,0.0092,1
ponorogo,1,0.0092,1
lisita,1,0.0092,1
subandi,1,0.0092,1
trenggalek,1,0.0092,1
arifin,1,0.0092,1
tulungagung,1,0.0092,1
baharudin,1,0.0092,1
wuryanto,1,0.0092,1
eri,1,0.0092,1
cahyadi,1,0.0092,1
mojokerto,1,0.0092,1
puspitasari,1,0.0092,1
vinanda,1,0.0092,1
prameswati,1,0.0092,1
suyanto,1,0.0092,1
blitar,1,0.0092,1
sauki,1,0.0092,1
muhibin,1,0.0092,1
panuntun,1,0.0092,1
magetan,1,0.0092,1
suyatni,1,0.0092,1
priasmoro,1,0.0092,1
sumenep,1,0.0092,1
sampang,1,0.0092,1
lumajang,1,0.0092,1
pasuruan,1,0.0092,1
nawawi,1,0.0092,1
ismet,1,0.0092,1
effendi,1,0.0092,1
sodq,1,0.0092,1
biayanya,1,0.0092,1
upati,1,0.0092,1
mendagerri,1,0.0092,1
marsina,1,0.0092,1
gedungnya,1,0.0092,1
gudangnya,1,0.0092,1
sistemnya,1,0.0092,1
petugasnya,1,0.0092,1
logistiknya,1,0.0092,1
buru-buru,1,0.0092,1
agras,1,0.0092,1
gatuk-gatuk,1,0.0092,1
mar,1,0.0092,1
intelektual-intelektual,1,0.0092,1
menghidap,1,0.0092,1
berbau,1,0.0092,1
segen,1,0.0092,1
usulkan,1,0.0092,1
ditarik,1,0.0092,1
rest,1,0.0092,1
history,1,0.0092,1
tempur,1,0.0092,1
paham-paham,1,0.0092,1
mintanya,1,0.0092,1
disul,1,0.0092,1
bangladesh,1,0.0092,1
dikitlah,1,0.0092,1
ngetok,1,0.0092,1
corting,1,0.0092,1
kortingnya,1,0.0092,1
menkopangan,1,0.0092,1
swasap,1,0.0092,1
kedolotan,1,0.0092,1
dibentuk,1,0.0092,1
dhabi,1,0.0092,1
cic,1,0.0092,1
tabungannya,1,0.0092,1
lele,1,0.0092,1
terbeli,1,0.0092,1
patahkan,1,0.0092,1
keluruhan-keluruhan,1,0.0092,1
tersedot,1,0.0092,1
kelebihannya,1,0.0092,1
membangkitkan,1,0.0092,1
mengertilah,1,0.0092,1
bicarakan,1,0.0092,1
integritasnya,1,0.0092,1
imannya,1,0.0092,1
copot,1,0.0092,1
diberhentikan,1,0.0092,1
salurkan,1,0.0092,1
kredit-kredit,1,0.0092,1
greay,1,0.0092,1
puso,1,0.0092,1
ngeluh,1,0.0092,1
mengantar,1,0.0092,1
dikehendaki,1,0.0092,1
penyalur-penyalur,1,0.0092,1
botol,1,0.0092,1
tabung-tabung,1,0.0092,1
pos,1,0.0092,1
apotek,1,0.0092,1
semurah-murahnya,1,0.0092,1
diadakan,1,0.0092,1
menandakan,1,0.0092,1
lembaga-lembaganya,1,0.0092,1
institusi-institusinya,1,0.0092,1
lembek,1,0.0092,1
melelahkan,1,0.0092,1
kaca,1,0.0092,1
kursi,1,0.0092,1
gila,1,0.0092,1
menkup,1,0.0092,1
mendageri,1,0.0092,1
legalitas,1,0.0092,1
hukumnya,1,0.0092,1
populer,1,0.0092,1
kek,1,0.0092,1
brengsek-brengsek,1,0.0092,1
kapok,1,0.0092,1
x,1,0.0092,1
ek,1,0.0092,1
menegur,1,0.0092,1
mematikan,1,0.0092,1
mencurangi,1,0.0092,1
jeri,1,0.0092,1
solvei,1,0.0092,1
agraspagan,1,0.0092,1
kdkmp,1,0.0092,1
ngelawar,1,0.0092,1
wujud,1,0.0092,1
dasasar,1,0.0092,1
emmanuel,1,0.0092,1
bonjur,1,0.0092,1
devile,1,0.0092,1
difile,1,0.0092,1
bilateral,1,0.0092,1
ditingkatkan,1,0.0092,1
mainkan,1,0.0092,1
comprehensive,1,0.0092,1
partnership,1,0.0092,1
konkret,1,0.0092,1
isu-isu,1,0.0092,1
pelaksanakan,1,0.0092,1
perjanjian,1,0.0092,1
european,1,0.0092,1
sep,1,0.0092,1
menyambut,1,0.0092,1
france,1,0.0092,1
business,1,0.0092,1
council,1,0.0092,1
berpandangan,1,0.0092,1
paris,1,0.0092,1
invalid,1,0.0092,1
boku,1,0.0092,1
medam,1,0.0092,1
buddhist,1,0.0092,1
wafatnya,1,0.0092,1
sidarta,1,0.0092,1
gautama,1,0.0092,1
pengendalian,1,0.0092,1
keberagamannya,1,0.0092,1
waisaktong,1,0.0092,1
hendaknya,1,0.0092,1
menebarkan,1,0.0092,1
mengedepankan,1,0.0092,1
bergotongroyong,1,0.0092,1
welas,1,0.0092,1
asih,1,0.0092,1
karakter,1,0.0092,1
mempererat,1,0.0092,1
kepedulian,1,0.0092,1
waak,1,0.0092,1
budis,1,0.0092,1
cahaya,1,0.0092,1
menerangi,1,0.0092,1
tabata,1,0.0092,1
bwantu,1,0.0092,1
tukitata,1,0.0092,1
makhluk,1,0.0092,1
parade,1,0.0092,1
pengarah,1,0.0092,1
keesembah,1,0.0092,1
peringati,1,0.0092,1
penyelidik,1,0.0092,1
falsafah,1,0.0092,1
pemersatu,1,0.0092,1
rivalitas,1,0.0092,1
kelemahan-kelemahan,1,0.0092,1
merata,1,0.0092,1
logam,1,0.0092,1
suasembad,1,0.0092,1
berlandaskan,1,0.0092,1
penghidupan,1,0.0092,1
egaliter,1,0.0092,1
syahrir,1,0.0092,1
tertuang,1,0.0092,1
ketidakberdayaan,1,0.0092,1
objek,1,0.0092,1
sejatinya,1,0.0092,1
haluan,1,0.0092,1
sejalan,1,0.0092,1
penyeludupan,1,0.0092,1
memperlemah,1,0.0092,1
programator,1,0.0092,1
menganjurkan,1,0.0092,1
intisari,1,0.0092,1
persatuannya,1,0.0092,1
keadilannya,1,0.0092,1
kemanusiaannya,1,0.0092,1
amalkan,1,0.0092,1
tahunya,1,0.0092,1
menco,1,0.0092,1
jusril,1,0.0092,1
justri,1,0.0092,1
polkam,1,0.0092,1
diwaspadai,1,0.0092,1
yanti,1,0.0092,1
dayang,1,0.0092,1
arumsari,1,0.0092,1
akuntan,1,0.0092,1
relawan,1,0.0092,1
yayasan,1,0.0092,1
juru,1,0.0092,1
motivator,1,0.0092,1
pendapat-pendapat,1,0.0092,1
pandangan-pandangan,1,0.0092,1
parkir,1,0.0092,1
memelopori,1,0.0092,1
thanksgiving,1,0.0092,1
sak,1,0.0092,1
mejanya,1,0.0092,1
dipaksa,1,0.0092,1
pidato-pidato,1,0.0092,1
dedikasi,1,0.0092,1
konsepnya,1,0.0092,1
seperlima,1,0.0092,1
4at,1,0.0092,1
bagian-bagian,1,0.0092,1
gizinya,1,0.0092,1
kalahnya,1,0.0092,1
kekalahan,1,0.0092,1
kesamaan,1,0.0092,1
robbins,1,0.0092,1
tutupi,1,0.0092,1
sayangi,1,0.0092,1
almarhum,1,0.0092,1
ayahanda,1,0.0092,1
sumitro,1,0.0092,1
indikasi-indikasi,1,0.0092,1
penyelewengan-penyelewengan,1,0.0092,1
kompeten,1,0.0092,1
tengkulak,1,0.0092,1
diserap,1,0.0092,1
formal,1,0.0092,1
mendidik,1,0.0092,1
menggembleng,1,0.0092,1
mem-manage,1,0.0092,1
cepat-cepat,1,0.0092,1
personil,1,0.0092,1
kom,1,0.0092,1
mauor,1,0.0092,1
dileceken,1,0.0092,1
pengecualian,1,0.0092,1
sakral,1,0.0092,1
robins,1,0.0092,1
dapurnya,1,0.0092,1
info,1,0.0092,1
adakan,1,0.0092,1
w,1,0.0092,1
sayurnya,1,0.0092,1
labo,1,0.0092,1
porsinya,1,0.0092,1
gede,1,0.0092,1
ba,1,0.0092,1
ditayangkan,1,0.0092,1
tayang,1,0.0092,1
kameramu,1,0.0092,1
sudahudah,1,0.0092,1
taruhkan,1,0.0092,1
gramnya,1,0.0092,1
knya,1,0.0092,1
delak,1,0.0092,1
trennya,1,0.0092,1
random,1,0.0092,1
difoto,1,0.0092,1
ditimbang,1,0.0092,1
telulat,1,0.0092,1
dariulan,1,0.0092,1
energisinya,1,0.0092,1
tepungnya,1,0.0092,1
telurnya,1,0.0092,1
mendik,1,0.0092,1
dasmen,1,0.0092,1
orek-orek,1,0.0092,1
dicok,1,0.0092,1
diceplok,1,0.0092,1
bulat,1,0.0092,1
dikupas,1,0.0092,1
kulitnya,1,0.0092,1
duakan,1,0.0092,1
kalat,1,0.0092,1
pakaman,1,0.0092,1
sisain,1,0.0092,1
difollow,1,0.0092,1
pendukung,1,0.0092,1
larut,1,0.0092,1
telinga,1,0.0092,1
pacel,1,0.0092,1
pil,1,0.0092,1
permusyarwatan,1,0.0092,1
musani,1,0.0092,1
himawan,1,0.0092,1
bukhori,1,0.0092,1
hibni,1,0.0092,1
syarif,1,0.0092,1
cicip,1,0.0092,1
sutarjo,1,0.0092,1
wiyogo,1,0.0092,1
sapta,1,0.0092,1
oktohari,1,0.0092,1
reinaldo,1,0.0092,1
jona,1,0.0092,1
avi,1,0.0092,1
antoni,1,0.0092,1
leong,1,0.0092,1
bpp,1,0.0092,1
todo,1,0.0092,1
pasarib,1,0.0092,1
mirzani,1,0.0092,1
josal,1,0.0092,1
jihan,1,0.0092,1
nurlela,1,0.0092,1
giri,1,0.0092,1
eva,1,0.0092,1
dwiana,1,0.0092,1
farusil,1,0.0092,1
mapsus,1,0.0092,1
ela,1,0.0092,1
nurmaya,1,0.0092,1
hamaroni,1,0.0092,1
ahais,1,0.0092,1
dito,1,0.0092,1
prengsewu,1,0.0092,1
rianto,1,0.0092,1
pasawaran,1,0.0092,1
nanda,1,0.0092,1
indira,1,0.0092,1
bastian,1,0.0092,1
tanggamus,1,0.0092,1
saleh,1,0.0092,1
asnawi,1,0.0092,1
mesuji,1,0.0092,1
yugi,1,0.0092,1
wicaksono,1,0.0092,1
rikfal,1,0.0092,1
fakhruri,1,0.0092,1
hilda,1,0.0092,1
kusumadewi,1,0.0092,1
muo,1,0.0092,1
bungo,1,0.0092,1
muaro,1,0.0092,1
suseno,1,0.0092,1
diza,1,0.0092,1
hazra,1,0.0092,1
aljosa,1,0.0092,1
sarulangun,1,0.0092,1
jerry,1,0.0092,1
trisat,1,0.0092,1
wika,1,0.0092,1
langsa,1,0.0092,1
haikal,1,0.0092,1
ke-6,1,0.0092,1
melekat,1,0.0092,1
kelakuannya,1,0.0092,1
kelakuanmu,1,0.0092,1
gelagatnya,1,0.0092,1
ibmi,1,0.0092,1
wawasan,1,0.0092,1
sekalipun,1,0.0092,1
slide-nya,1,0.0092,1
le,1,0.0092,1
yuza,1,0.0092,1
lia,1,0.0092,1
grenfield,1,0.0092,1
spirit,1,0.0092,1
today,1,0.0092,1
claimed,1,0.0092,1
live,1,0.0092,1
period,1,0.0092,1
late,1,0.0092,1
possibly,1,0.0092,1
post,1,0.0092,1
industrial,1,0.0092,1
yet,1,0.0092,1
nor,1,0.0092,1
does,1,0.0092,1
any,1,0.0092,1
signs,1,0.0092,1
being,1,0.0092,1
soon,1,0.0092,1
first,1,0.0092,1
appeared,1,0.0092,1
england,1,0.0092,1
becoming,1,0.0092,1
preponderant,1,0.0092,1
vision,1,0.0092,1
there,1,0.0092,1
stimulated,1,0.0092,1
by,1,0.0092,1
terjemahkan,1,0.0092,1
ajaalah,1,0.0092,1
character,1,0.0092,1
karakteristik,1,0.0092,1
sendirinya,1,0.0092,1
distimulasi,1,0.0092,1
pertanyaan-pertanyaan,1,0.0092,1
burisal,1,0.0092,1
hadaliyak,1,0.0092,1
mewarisi,1,0.0092,1
mayoritas,1,0.0092,1
minoritas,1,0.0092,1
bedanya,1,0.0092,1
somalia,1,0.0092,1
gamblang,1,0.0092,1
diberlakukan,1,0.0092,1
sendi,1,0.0092,1
lip,1,0.0092,1
konglomerasi,1,0.0092,1
luruskan,1,0.0092,1
rute,1,0.0092,1
didatangi,1,0.0092,1
berbulan-bulan,1,0.0092,1
cerdas-cerdasnya,1,0.0092,1
jualannya,1,0.0092,1
warungmu,1,0.0092,1
keuntunganmu,1,0.0092,1
lemarimu,1,0.0092,1
lacimu,1,0.0092,1
laci,1,0.0092,1
lemari,1,0.0092,1
tas,1,0.0092,1
kadang,1,0.0092,1
uh,1,0.0092,1
analis-analis,1,0.0092,1
90-an,1,0.0092,1
paguyuban,1,0.0092,1
menghantem,1,0.0092,1
dinamikanya,1,0.0092,1
kacau,1,0.0092,1
gariskan,1,0.0092,1
nonalign,1,0.0092,1
putin,1,0.0092,1
noise,1,0.0092,1
selamanya,1,0.0092,1
segala-galanya,1,0.0092,1
moskow,1,0.0092,1
zijin,1,0.0092,1
ping,1,0.0092,1
sahabatnya,1,0.0092,1
apek,1,0.0092,1
uki,1,0.0092,1
bricks,1,0.0092,1
terbangnya,1,0.0092,1
kelenger,1,0.0092,1
menupu,1,0.0092,1
sekitarmu,1,0.0092,1
turun-temurun,1,0.0092,1
rimba,1,0.0092,1
mengusir,1,0.0092,1
berlakunya,1,0.0092,1
industri-industri,1,0.0092,1
semangatmu,1,0.0092,1
nanya-nanya,1,0.0092,1
sebagus,1,0.0092,1
bmw,1,0.0092,1
tek,1,0.0092,1
tolonglah,1,0.0092,1
bocornya,1,0.0092,1
gedak,1,0.0092,1
temanmu,1,0.0092,1
gedeg-geredek,1,0.0092,1
belak,1,0.0092,1
luntur,1,0.0092,1
menggagas,1,0.0092,1
bertikai,1,0.0092,1
jutaan-jutaan,1,0.0092,1
terakhirnya,1,0.0092,1
kesantaran,1,0.0092,1
hip,1,0.0092,1
hatimu,1,0.0092,1
hitm,1,0.0092,1
hidm,1,0.0092,1
dosanya,1,0.0092,1
wogo,1,0.0092,1
banglatif,1,0.0092,1
setbel,1,0.0092,1
setebel,1,0.0092,1
raih,1,0.0092,1
terbendung,1,0.0092,1
algoritmenya,1,0.0092,1
karmu,1,0.0092,1
ajar,1,0.0092,1
malam-malam,1,0.0092,1
dipajang,1,0.0092,1
inti-intinya,1,0.0092,1
militan,1,0.0092,1
menghasut,1,0.0092,1
mecah,1,0.0092,1
yakinlah,1,0.0092,1
menggonggong,1,0.0092,1
kafilah,1,0.0092,1
pejuang-pejuang,1,0.0092,1
peniti,1,0.0092,1
hmm,1,0.0092,1
mantan-mantan,1,0.0092,1
biji,1,0.0092,1
memukul,1,0.0092,1
gamolan,1,0.0092,1
rabu,1,0.0092,1
kepad-alah,1,0.0092,1
perutusan,1,0.0092,1
staq,1,0.0092,1
himurti,1,0.0092,1
gara-gara,1,0.0092,1
nasaruddin,1,0.0092,1
arifah,1,0.0092,1
koiri,1,0.0092,1
nu-nya,1,0.0092,1
topinya,1,0.0092,1
dirubah,1,0.0092,1
pdh,1,0.0092,1
katib,1,0.0092,1
awan,1,0.0092,1
terpandang,1,0.0092,1
zuriah,1,0.0092,1
syekh,1,0.0092,1
sukorejo,1,0.0092,1
sitobondo,1,0.0092,1
loro,1,0.0092,1
azaim,1,0.0092,1
ibrahimi,1,0.0092,1
habiburrahman,1,0.0092,1
bangkalai,1,0.0092,1
flora,1,0.0092,1
naz,1,0.0092,1
asendara,1,0.0092,1
bina,1,0.0092,1
zubair,1,0.0092,1
bunuh,1,0.0092,1
masuro,1,0.0092,1
suryoh,1,0.0092,1
diperintah,1,0.0092,1
tetangganya,1,0.0092,1
eyang,1,0.0092,1
agamis,1,0.0092,1
sampai-sampai,1,0.0092,1
ditulis,1,0.0092,1
syuhbanul,1,0.0092,1
wathon,1,0.0092,1
dinyanyikan,1,0.0092,1
nyanyinya,1,0.0092,1
stabilisator,1,0.0092,1
alamiah,1,0.0092,1
dilanjut,1,0.0092,1
perundangan-undangan,1,0.0092,1
syok,1,0.0092,1
anggaplah,1,0.0092,1
kelalaian,1,0.0092,1
ingkar,1,0.0092,1
karenap,1,0.0092,1
memakan,1,0.0092,1
memalsukan,1,0.0092,1
logam-logam,1,0.0092,1
biay,1,0.0092,1
resources-nya,1,0.0092,1
sumber-sumber,1,0.0092,1
dayanya,1,0.0092,1
menyenangkan,1,0.0092,1
belakangan,1,0.0092,1
kenyataannya,1,0.0092,1
ditohok,1,0.0092,1
anomi,1,0.0092,1
dibantah,1,0.0092,1
bantah,1,0.0092,1
keren,1,0.0092,1
comit,1,0.0092,1
comade,1,0.0092,1
kolaps,1,0.0092,1
neraca,1,0.0092,1
inflow,1,0.0092,1
pembimbing,1,0.0092,1
sebulan,1,0.0092,1
nilayan,1,0.0092,1
ktn,1,0.0092,1
yadi,1,0.0092,1
sofyan,1,0.0092,1
sulifri,1,0.0092,1
gusnar,1,0.0092,1
ismail,1,0.0092,1
yulius,1,0.0092,1
svanus,1,0.0092,1
lewerisa,1,0.0092,1
sherlie,1,0.0092,1
canda,1,0.0092,1
pemenang,1,0.0092,1
syaida,1,0.0092,1
victtor,1,0.0092,1
mailangkai,1,0.0092,1
huga,1,0.0092,1
kebangetan,1,0.0092,1
irigasi-irrigasi,1,0.0092,1
suryan,1,0.0092,1
listy,1,0.0092,1
subiantonya,1,0.0092,1
prabowonya,1,0.0092,1
simanjuntak,1,0.0092,1
widyasanti,1,0.0092,1
karantina,1,0.0092,1
kadir,1,0.0092,1
karding,1,0.0092,1
asf,1,0.0092,1
herdiawan,1,0.0092,1
marzuki,1,0.0092,1
leti,1,0.0092,1
subula,1,0.0092,1
subulus,1,0.0092,1
bancin,1,0.0092,1
tarakan,1,0.0092,1
aliah,1,0.0092,1
mubago,1,0.0092,1
rendi,1,0.0092,1
wirjawan,1,0.0092,1
tual,1,0.0092,1
rumra,1,0.0092,1
mendeklarasikan,1,0.0092,1
nelayan-nelayan,1,0.0092,1
nel,1,0.0092,1
mkp,1,0.0092,1
antrean,1,0.0092,1
terpenting,1,0.0092,1
dianut,1,0.0092,1
diutamakan,1,0.0092,1
rti,1,0.0092,1
hancur,1,0.0092,1
penasihatnya,1,0.0092,1
poliklinik,1,0.0092,1
nyanyi,1,0.0092,1
dipolitik,1,0.0092,1
ormas-ormas,1,0.0092,1
wakil-wakilnya,1,0.0092,1
tentaranya,1,0.0092,1
dikutip,1,0.0092,1
dikit,1,0.0092,1
kalem-kalem,1,0.0092,1
kelak,1,0.0092,1
netes,1,0.0092,1
friend,1,0.0092,1
gitu-gitu,1,0.0092,1
dihajar,1,0.0092,1
emang,1,0.0092,1
pikirin,1,0.0092,1
ngomong-ngomong,1,0.0092,1
sopanob,1,0.0092,1
bayar-bayar,1,0.0092,1
mainnya,1,0.0092,1
supporter,1,0.0092,1
goblok,1,0.0092,1
disorak-sorain,1,0.0092,1
swasadap,1,0.0092,1
sasadap,1,0.0092,1
semasapangan,1,0.0092,1
gubernur-gubernur,1,0.0092,1
manis,1,0.0092,1
isu,1,0.0092,1
kapten,1,0.0092,1
striker,1,0.0092,1
semasada,1,0.0092,1
matanya,1,0.0092,1
nyuri,1,0.0092,1
ungkit-ungkit,1,0.0092,1
memperlihatkan,1,0.0092,1
ajaib,1,0.0092,1
musa,1,0.0092,1
beroda,1,0.0092,1
swaanda,1,0.0092,1
sesat,1,0.0092,1
berpendirian,1,0.0092,1
covid,1,0.0092,1
berasnya,1,0.0092,1
fao,1,0.0092,1
ditelepon,1,0.0092,1
swasapangan,1,0.0092,1
bbn,1,0.0092,1
sas,1,0.0092,1
saudara-saudaraan,1,0.0092,1
kesetiaanmu,1,0.0092,1
dukunganmu,1,0.0092,1
sn,1,0.0092,1
pemerintahmu,1,0.0092,1
saudaraker,1,0.0092,1
edward,1,0.0092,1
wolok,1,0.0092,1
dekan,1,0.0092,1
rektornya,1,0.0092,1
gerakkan,1,0.0092,1
pemikir-pemikir,1,0.0092,1
berpindah-pindah,1,0.0092,1
muncullah,1,0.0092,1
masyar,1,0.0092,1
masyarakat-masyarakat,1,0.0092,1
agraris,1,0.0092,1
sampailah,1,0.0092,1
posisi-posisi,1,0.0092,1
nakqoda,1,0.0092,1
kapalnya,1,0.0092,1
pijit,1,0.0092,1
minuman,1,0.0092,1
man,1,0.0092,1
women,1,0.0092,1
behind,1,0.0092,1
percuma,1,0.0092,1
pilotnya,1,0.0092,1
mengikut,1,0.0092,1
pragapan,1,0.0092,1
praanggapan,1,0.0092,1
berperanggapan,1,0.0092,1
profesi,1,0.0092,1
arkeologi,1,0.0092,1
antropologi,1,0.0092,1
pengusap,1,0.0092,1
passion,1,0.0092,1
potensinya,1,0.0092,1
ukraina,1,0.0092,1
rata,1,0.0092,1
akibatnya,1,0.0092,1
lebanon,1,0.0092,1
afghanistan,1,0.0092,1
balukistan,1,0.0092,1
wangai,1,0.0092,1
renungkan,1,0.0092,1
persuasi,1,0.0092,1
kepintaran,1,0.0092,1
abdikan,1,0.0092,1
anarki,1,0.0092,1
maki-memaki,1,0.0092,1
phd,1,0.0092,1
kepuasaan,1,0.0092,1
desainnya,1,0.0092,1
klaim,1,0.0092,1
risikonya,1,0.0092,1
kopi-kopi,1,0.0092,1
kaji,1,0.0092,1
mendikti,1,0.0092,1
salasihan,1,0.0092,1
tukar-menukar,1,0.0092,1
planet,1,0.0092,1
bertek,1,0.0092,1
bermusuhan,1,0.0092,1
dampaknya,1,0.0092,1
bolak-balik,1,0.0092,1
handphone,1,0.0092,1
wush,1,0.0092,1
makin,1,0.0092,1
gagasan-gagasan,1,0.0092,1
pemikiranem,1,0.0092,1
menggeluti,1,0.0092,1
berperan,1,0.0092,1
tukun,1,0.0092,1
sarsakan,1,0.0092,1
mengatasinya,1,0.0092,1
nias,1,0.0092,1
nukleir,1,0.0092,1
